tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1.27E+02,neutral,0.6446,,0,Virgin America,,SimplyImplicit,,0,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3,,2/17/2015 14:22,"Los Angeles, CA",Central Time (US & Canada)
1.28E+02,neutral,0.6457,,,Virgin America,,ICEportal,,0,@VirginAmerica Good point!,,2/17/2015 14:07,"Hollywood, FL",Eastern Time (US & Canada)
1.29E+02,neutral,0.6731,,,Virgin America,,EnonThaPhenom,,0,.@VirginAmerica I heard he has a virgin mobile hotspot ;),,2/17/2015 14:06,"Oakland, Ca",Pacific Time (US & Canada)
1.30E+02,neutral,0.6831,,0,Virgin America,,judy_202,,0,@VirginAmerica how come ABC is the only one of the network channels you don't have?,,2/17/2015 13:24,"Washington, DC",Eastern Time (US & Canada)
1.31E+02,negative,0.6579,Customer Service Issue,0.6579,Virgin America,,cayocrazy,,0,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,,2/17/2015 11:48,,
1.32E+02,negative,0.6515,Flight Booking Problems,0.3358,Virgin America,,paulhting,,0,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,,2/17/2015 11:38,"Charlottesville, VA",Eastern Time (US & Canada)
1.33E+02,negative,0.6778,Bad Flight,0.6778,Virgin America,,tan_talize,,0,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",,2/17/2015 10:14,LA&OC,
1.34E+02,negative,0.3573,Late Flight,0.3573,Virgin America,,jonovoss,,0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,,2/17/2015 10:02,"Washington, DC",Atlantic Time (Canada)
1.35E+02,neutral,0.6694,,0,Virgin America,,waytogopdx,,0,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,,2/17/2015 9:22,"Lake Oswego, Oregon",Pacific Time (US & Canada)
1.36E+02,neutral,0.6376,,0,Virgin America,,Todd1HHD,,0,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,,2/17/2015 8:52,Chicago,Central Time (US & Canada)
1.37E+02,positive,0.3441,,0,United,,rombaa,,0,@united thanks -- we filled it out. How's our luck with this? Is it common?,,2/24/2015 11:38,,
1.38E+02,neutral,0.6761,,0,United,,hmansfield,,0,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",,2/24/2015 11:20,"Berkeley Heights, NJ",Quito
1.39E+02,neutral,0.67,,0,United,,LarkAfterDark,,0,@united why not? Is it a law or a policy?,,2/24/2015 11:09,Harrisburg,
1.40E+02,negative,0.6547,Customer Service Issue,0.3331,United,,Nikki62878,,0,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",,2/24/2015 11:05,,
1.41E+02,negative,0.6526,Can't Tell,0.6526,United,,WorstThingsBot,,0,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,,2/24/2015 10:54,,
1.42E+02,neutral,0.6665,,,United,,CheerTymeDad,,0,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,,2/24/2015 10:33,,
1.43E+02,negative,0.6495,Can't Tell,0.6495,United,,lotusfitness,,0,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,,2/24/2015 10:25,"Washington, DC",Eastern Time (US & Canada)
1.44E+02,neutral,0.6523,,0,United,,Guggero,,0,@united i DMed you the details,,2/24/2015 10:12,NYC,Eastern Time (US & Canada)
1.45E+02,positive,0.6793,,0,United,,mattwbaker,,0,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",,2/24/2015 10:06,The Center of My Universe,Mountain Time (US & Canada)
1.46E+02,negative,0.6695,Can't Tell,0.3356,United,,logainne,,0,@united When will email address/username sign-on be available? It's been a while.,,2/24/2015 9:41,945XX to 111XX,Eastern Time (US & Canada)
1.47E+02,positive,0.6421,,0,United,,discobiscuit63,,0,@united I flew United last month and the experience was AWESOME!,,2/24/2015 9:16,,Central Time (US & Canada)
1.48E+02,negative,0.6794,Customer Service Issue,0.3802,United,,jkentakula,,0,"@united as a 1k, I'm always hoping for improvement.",,2/24/2015 9:08,,
1.49E+02,negative,0.6752,Flight Booking Problems,0.3468,United,,mattbunk,,0,@united What is your phone number. I can't find who to call about a flight reservation.,,2/24/2015 8:34,"Sterling Heights, MI",Eastern Time (US & Canada)
1.50E+02,neutral,0.6466,,0,United,,Mateyush,,0,@united It was last night's 1235/ORD-LGA.,,2/24/2015 8:29,Above the B/D/N/Q/R/2/3/4/5,Eastern Time (US & Canada)
1.51E+02,neutral,0.6638,,,United,,Sri_Philips,,0,@united thank you !,,2/24/2015 8:26,"Chicago, IL, USA",
1.52E+02,neutral,0.703,,0,United,,MyCustoAdvocate,,0,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,2/24/2015 7:52,"Miami, New York, Boston",
1.53E+02,neutral,0.6804,,0,United,,kelseyblack92,,0,@united is there an email address I can reach? Too long for a DM.,,2/24/2015 7:44,Canada,Eastern Time (US & Canada)
1.54E+02,negative,0.6633,Customer Service Issue,0.3367,United,,andreaSanger,,0,@united it was credit from my last trip that never came in the mail!,,2/24/2015 7:41,,
1.55E+02,neutral,0.6985,,,United,,Hannahsfight1,,0,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,,2/24/2015 7:09,Right Now Mostly The Hospital,Atlantic Time (Canada)
1.56E+02,neutral,0.6051,,0,United,,brimalxx,,0,"@united bet you wont honour them, like mine ey",,2/24/2015 7:03,Manchester,
1.57E+02,neutral,0.6349,,0,United,,Evan_Flay,,0,"@united I guess that's too much ask, huh?","[29.98386923, -95.33729612]",2/24/2015 6:58,Seattle,Pacific Time (US & Canada)
1.58E+02,negative,0.6501,Customer Service Issue,0.3265,United,,christinphillip,,0,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,,2/24/2015 6:52,"Princeton, NJ",Central Time (US & Canada)
1.59E+02,negative,0.6611,Can't Tell,0.6611,United,,dlm_3,,0,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,,2/24/2015 6:43,Global,Eastern Time (US & Canada)
1.60E+02,negative,0.6894,Late Flight,0.3497,United,,etiyi,,0,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,,2/24/2015 6:33,. ,Central Time (US & Canada)
1.61E+02,negative,0.6692,Can't Tell,0.3426,United,,throthra,,0,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,,2/24/2015 6:31,,
1.62E+02,negative,0.6923,Customer Service Issue,0.3846,United,,_mhertz,,0,@united you have to follow me in order for me to DM...come on now,,2/24/2015 6:18,,Pacific Time (US & Canada)
1.63E+02,negative,0.7125,Late Flight,0.7125,United,,xRaeCatherine,,0,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",,2/24/2015 5:42,,
1.64E+02,negative,0.6392,Late Flight,0.3402,United,,bcarlsrud,,0,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",,2/24/2015 5:17,,Central Time (US & Canada)
1.65E+02,neutral,0.352,,0,United,,LukeGzus,,0,@united Done and done,,2/24/2015 5:11,,
1.66E+02,neutral,0.3433,,0,United,,brooklyn_dodger,,0,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,,2/24/2015 4:24,Brooklyn,Eastern Time (US & Canada)
1.67E+02,negative,0.6296,Customer Service Issue,0.6296,United,,sothenbethsaid,,0,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",,2/24/2015 2:57,Nottingham,London
1.68E+02,positive,0.7141,,0,United,,SaipanBrad,,0,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),,2/24/2015 2:55,"Saipan, MP",Guam
1.69E+02,negative,0.69,Lost Luggage,0.69,United,,michaelsalinger,,0,@united how we looking on getting those bags to Lusaka,,2/24/2015 0:51,"mentor, Ohio",Eastern Time (US & Canada)
1.70E+02,negative,0.6721,Customer Service Issue,0.6721,United,,kbleggett,,0,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,,2/23/2015 22:31,"Ottawa, Canada",Eastern Time (US & Canada)
1.71E+02,neutral,0.6738,,0,United,,fairplay500,,0,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,"[0.0, 0.0]",2/23/2015 22:24,Huntsville AL USA,Central Time (US & Canada)
1.72E+02,neutral,0.7065,,0,United,,FIETA_DOC,,0,@united yes I do.,,2/23/2015 21:55,"Madison, NJ",
1.73E+02,neutral,0.6373,,0,United,,DJPartyMarty,,0,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,"[41.9785651, -87.90833965]",2/23/2015 21:21,,Pacific Time (US & Canada)
1.74E+02,negative,0.6641,Customer Service Issue,0.3424,United,,Darquenloveli,,0,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,,2/23/2015 21:17,Texas,Central Time (US & Canada)
1.75E+02,neutral,0.6533,,0,United,,zach_wardroup,,0,@united @luke_mcintosh68 nah you wouldn't,,2/23/2015 20:46,[Colorado],
1.76E+02,positive,0.688,,0,United,,luke_mcintosh68,,0,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,,2/23/2015 20:32,Colorado,
1.77E+02,neutral,0.7029,,0,United,,sacsmitty,,0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",,2/23/2015 20:13,"Rocklin, CA",
1.78E+02,negative,0.6352,Customer Service Issue,0.3231,United,,The5y5Adm1n,,0,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,,2/23/2015 20:09,,
1.79E+02,neutral,0.6464,,0,United,,Gouwerijn,,0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?","[35.8056542, -78.786848]",2/23/2015 20:05,Alphen aan den Rijn,Amsterdam
1.80E+02,negative,0.6588,Can't Tell,0.6588,United,,oduric,,0,@united Your website deserves a new design. #html5 FTW!,,2/23/2015 20:03,Singapore,Berlin
1.81E+02,neutral,0.732,,,United,,BinyGlancz,,0,@united I hope so too,,2/23/2015 19:51,,
1.82E+02,negative,0.7055,Lost Luggage,0.7055,United,,danmedwards,,0,@united Not encouraged that I'll have my CPAP tonight.,,2/23/2015 19:45,"Westerville, Ohio",
1.83E+02,negative,0.7,Late Flight,0.7,United,,CharlieGMoney,,0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,"[41.98191311, -87.80888924]",2/23/2015 19:21,"Chicago, IL",
1.84E+02,neutral,0.6684,,0,United,,Zgrinch,,0,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes",,2/23/2015 18:42,"iPhone: 39.201706,-106.854080",Mountain Time (US & Canada)
1.85E+02,negative,0.6847,Lost Luggage,0.6847,United,,MommyPR,,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,2/23/2015 18:39,Global,Pacific Time (US & Canada)
1.86E+02,negative,0.6644,Flight Booking Problems,0.3437,United,,TravelShopVT,,0,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,,2/23/2015 18:21,,Eastern Time (US & Canada)
1.87E+02,positive,0.6699,,,United,,frqnttraveler,,0,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,,2/23/2015 17:31,california,
1.88E+02,neutral,0.6479,,0,United,,startupstella,,0,@united how is Mexico not international from the us?,,2/23/2015 17:07,"Chicago, IL",Central Time (US & Canada)
1.89E+02,neutral,0.3435,,0,United,,goodenufmother,,0,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,,2/23/2015 16:48,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
1.90E+02,negative,0.6914,Customer Service Issue,0.3704,United,,bartha75,,0,@united  i have a weekend of dealing with your company that would say otherwise.,"[0.0, 0.0]",2/23/2015 16:39,san diego,
1.91E+02,neutral,0.6557,,,United,,lovejodierose,,0,@united please upload the March on-demand entertainment listing on your website! ✈️,,2/23/2015 16:32,"melbourne, australia",London
1.92E+02,neutral,0.6511,,0,United,,koploperfan1992,,0,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now","[51.3228181, 5.3576138]",2/23/2015 16:09,Winterfell,
1.93E+02,positive,0.6682,,0,United,,ryanaround,,0,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,,2/23/2015 15:34,San Francisco,Pacific Time (US & Canada)
1.94E+02,positive,0.6741,,0,United,,aliasboogie,,0,@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,,2/23/2015 15:17,"New York City, NY",Eastern Time (US & Canada)
1.95E+02,neutral,0.7059,,0,United,,cameronsmith17,,0,@united thank you for the quick response but I cannot dm you until you follow me as well,,2/23/2015 14:35,,Mountain Time (US & Canada)
1.96E+02,neutral,0.6825,,,United,,RoatanGallery,,0,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",,2/23/2015 14:18,"Roatan, Islas de la Bahia",Eastern Time (US & Canada)
1.97E+02,neutral,0.335,,0,United,,cristobalwong,,0,"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",,2/23/2015 13:28,San Francisco Bay Area,
1.98E+02,positive,0.6534,,,United,,teamcrafty,,0,@united thank you,,2/23/2015 13:24,Grand Rapids,Quito
1.99E+02,positive,0.6915,,,United,,swampynomo,,0,@united he has no priority and Iove it,,2/23/2015 13:20,NJ/NYC,Eastern Time (US & Canada)
2.00E+02,negative,0.6995,Can't Tell,0.6995,United,,scott_fitzy,,0,"@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!",,2/23/2015 13:13,,Eastern Time (US & Canada)
2.01E+02,negative,0.649,Flight Attendant Complaints,0.649,United,,lisaboban,,0,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",,2/23/2015 12:59,Indiana,
2.02E+02,positive,0.6729,,,United,,CigarNate,,0,@united ok. I just submitted. Thanks for the opportunity to give feedback.,,2/23/2015 12:51,"Nashville, TN",Central Time (US & Canada)
2.03E+02,positive,0.6346,,,United,,medictom,,0,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom",,2/23/2015 12:47,"Brunswick, Ohio",Eastern Time (US & Canada)
2.04E+02,neutral,0.6821,,0,United,,FlyEIA,,0,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,,2/23/2015 12:28,Edmonton International Airport,Mountain Time (US & Canada)
2.05E+02,positive,0.643,,0,United,,jbuhl35,,0,@united flight 1491...plane from SFO to DEN is basically on time.,,2/23/2015 12:26,"Washington, DC",Atlantic Time (Canada)
2.06E+02,negative,0.6661,Late Flight,0.6661,United,,DianeReischling,,0,@united well that's big of you but I don't have terribly high expectations at this point.,,2/23/2015 12:16,,Pacific Time (US & Canada)
2.07E+02,negative,0.6383,Cancelled Flight,0.3217,United,,Lisa_Shaw777,,0,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",,2/23/2015 12:11,Kona coast/Boston/Milan,Amsterdam
2.08E+02,neutral,0.7099,,,United,,momsgoodeats,,0,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united,,2/23/2015 11:42,#Omaha ,Central Time (US & Canada)
2.09E+02,negative,0.6671,Can't Tell,0.3651,United,,Austin_Grisham,,0,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,,2/23/2015 11:14,PDX,Alaska
2.10E+02,negative,0.6568,Can't Tell,0.3479,United,,raulcordenillo,,0,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,"[41.97474769, -87.89039148]",2/23/2015 11:07,"Stockholm, Sweden ",Stockholm
2.11E+02,neutral,0.6566,,,United,,ADanaiBaker,,0,@united Definitely will!,,2/23/2015 10:57,,
2.12E+02,neutral,0.3603,,0,United,,aleciamastin,,0,@united fails again. @SouthwestAir saves the day.,,2/23/2015 10:32,"St. Louis, MO",Central Time (US & Canada)
2.13E+02,positive,0.3586,,0,United,,iworkinsmm,,0,@united Just sent! Thanks :),,2/23/2015 10:12,Los Angeles,Pacific Time (US & Canada)
2.14E+02,negative,0.6669,Can't Tell,0.3546,United,,fdashev,,0,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981",,2/23/2015 9:46,"Pittsburgh, PA",
2.15E+02,positive,0.3646,,0,United,,DanaHFreeman,,0,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx,,2/23/2015 9:16,"Burlington, Vermont",Eastern Time (US & Canada)
2.16E+02,positive,0.6333,,0,United,,jakebellz,,0,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA,,2/23/2015 8:50,,
2.17E+02,neutral,0.3505,,0,United,,bsaitz,,0,"@united @scotthroth scott, need a good book suggestion?",,2/23/2015 8:26,"ÜT: 37.427592,-122.116357",
2.18E+02,negative,0.6389,Customer Service Issue,0.6389,United,,cslhilo,,0,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport,,2/23/2015 7:55,"Hilo, HI",Hawaii
2.19E+02,negative,0.708,Bad Flight,0.3591,United,,JohntheKiwi,,0,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,,2/23/2015 7:47,"Stumptown, Baby!",Pacific Time (US & Canada)
2.20E+02,positive,0.6576,,,United,,e_russell,,0,@united Thanks!,,2/23/2015 7:42,Frequently DC/NYC/San Diego,Eastern Time (US & Canada)
2.21E+02,positive,0.6289,,0,United,,sentientcheese,,0,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",,2/23/2015 7:20,,
2.22E+02,neutral,0.6763,,0,United,,AlMehairiAUH,,0,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek,,2/23/2015 7:05,Abu Dhabi,Abu Dhabi
2.23E+02,neutral,0.6767,,,United,,ScottBerry18,,0,@united Thank you for your response!,,2/23/2015 6:54,"Albuquerque, New Mexico",Arizona
2.24E+02,negative,0.7139,Customer Service Issue,0.3709,United,,keithpresser,,0,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
J",,2/23/2015 6:32,,
2.25E+02,negative,0.6782,Customer Service Issue,0.6782,United,,unibrowd,,0,@united it wasn't a comment. It was a question. But thanks for your copy and paste response,,2/23/2015 6:28,,Central Time (US & Canada)
2.26E+02,neutral,0.6551,,0,United,,anthonyNYSSF,,0,@united please help http://t.co/t5mRj5Yw6I,,2/23/2015 5:29,,Eastern Time (US & Canada)
2.27E+02,negative,0.3804,Flight Booking Problems,0.3804,United,,hart0277,,0,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee",,2/23/2015 5:12,Chicago,
2.28E+02,neutral,0.6291,,,United,,DABranco1,,0,@united sitting in the middle for the first time .. Hope it works out well,"[40.69450196, -74.1749219]",2/23/2015 5:06,,
2.29E+02,negative,0.7114,Can't Tell,0.3632,United,,cfacekillah,,0,@united you need a bag bouncer. Get it together,,2/23/2015 4:59,,
2.30E+02,neutral,0.6237,,0,United,,nicoleleigh85,,0,@united and learn how to book flights. http://t.co/MHHS9RUpLv,,2/23/2015 4:53,Sheboygan,
2.31E+02,negative,0.6565,Customer Service Issue,0.6565,United,,dealswelike,,1,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?,,2/23/2015 4:41,New York,Central Time (US & Canada)
2.32E+02,positive,0.6868,,0,United,,tonywhelan,,0,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.,,2/23/2015 4:28,Stavromula Beta,Quito
2.33E+02,neutral,0.6861,,0,United,,crsmoore,,0,@united Will definitely do so. Sending a DM now.,,2/23/2015 4:25,USA / The World,Eastern Time (US & Canada)
2.34E+02,neutral,0.6471,,0,United,,ohlesliebarker,,0,@united hi -- @united was. Thank you!,,2/23/2015 3:51,"Dallas, Texas",Central Time (US & Canada)
2.35E+02,negative,0.6839,Customer Service Issue,0.3743,United,,notsingirl,,0,@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff,,2/23/2015 3:49,,
2.36E+02,neutral,0.6657,,0,United,,RaffaellaDom,,0,@united Any news about the departure of the flight UA51?,,2/23/2015 3:43,Roma,Rome
2.37E+02,negative,0.6907,Lost Luggage,0.6907,United,,8629Fissile,,0,@united Do you have a further update on the suitcase today please.,,2/23/2015 3:08,,London
2.38E+02,negative,0.686,Can't Tell,0.686,United,,sarahali,,0,@united literally sucks,,2/23/2015 3:05,,
2.39E+02,neutral,0.6652,,0,United,,Kwilusz1,,0,@united yes please. Going to drive the 6 hours.,,2/23/2015 2:43,,Quito
2.40E+02,negative,0.6363,Flight Booking Problems,0.3417,United,,Rapetti,,0,@united was trying to change a flight online but got an error can you help via DM?,,2/23/2015 1:07,"San Francisco, CA",Pacific Time (US & Canada)
2.41E+02,negative,0.6947,Late Flight,0.3579,United,,DelonGerry,,0,@united @DelonGerry ual sucks,,2/22/2015 23:39,,
2.42E+02,negative,0.6851,Can't Tell,0.3596,United,,JasonArbaugh,,0,"@united Yes I did.  We headed out to de-ice 5 minutes after I sent it to you.  Made it to Austin, but am now waiting for the luggage.",,2/22/2015 23:01,,
2.43E+02,negative,0.7087,Late Flight,0.7087,United,,greghm88,,0,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted,,2/22/2015 22:23,London,
2.44E+02,neutral,0.6659,,0,United,,toromiller,,0,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty",,2/22/2015 22:11,"Boston, MA",Eastern Time (US & Canada)
2.45E+02,negative,0.6361,Bad Flight,0.3532,United,,Frqtflyer1,,0,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx",,2/22/2015 22:01,,Arizona
2.46E+02,negative,0.6882,Can't Tell,0.3441,United,,PopsCutrona,,1,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,,2/22/2015 20:58,"San Francisco, Ca",Pacific Time (US & Canada)
2.47E+02,negative,0.65,Can't Tell,0.65,United,,jovytavarez,,0,@united i need help but in spanish,,2/22/2015 20:53,New Jersey,
2.48E+02,neutral,0.6736,,0,United,,Luvs_Kitties,,0,@united @reccewife with the exception of everything you've asked for. Heh,,2/22/2015 20:36,#ygk,Atlantic Time (Canada)
2.49E+02,negative,0.6334,Flight Booking Problems,0.6334,United,,patlee,,0,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi,,2/22/2015 20:29,"Bay Area, CA",Pacific Time (US & Canada)
2.50E+02,negative,0.6571,Can't Tell,0.3429,United,,ssapol5722,,0,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do,,2/22/2015 20:08,New Jersey,Quito
2.51E+02,negative,0.6606,Can't Tell,0.3425,United,,bricon67,,0,@United maybe find a different gate #ua1758,,2/22/2015 19:16,"ÜT: 33.987103,-118.399024",
2.52E+02,neutral,0.6599,,0,United,,baftz,,0,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,,2/22/2015 19:01,,
2.53E+02,positive,0.6544,,0,United,,RyanSennett,,0,@united bummer but thank you for the quick response,,2/22/2015 18:30,"Vancouver, WA",Pacific Time (US & Canada)
2.54E+02,neutral,0.3732,,0,United,,wfmayo,,0,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,,2/22/2015 17:25,"Vienna, VA",Eastern Time (US & Canada)
2.55E+02,neutral,0.3428,,0,United,,danny_9_9,,0,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,,2/22/2015 17:19,,
2.56E+02,neutral,0.34,,0,United,,RichGoldstein,,0,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,,2/22/2015 17:09,New York,
2.57E+02,neutral,0.656,,0,United,,emilygalati,,0,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",,2/22/2015 17:05,"Chicago, IL",Mountain Time (US & Canada)
2.58E+02,neutral,0.6137,,0,United,,bryankendro,,0,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,,2/22/2015 16:37,Harrisburg,Eastern Time (US & Canada)
2.59E+02,negative,0.6327,Lost Luggage,0.6327,United,,Spencerklein,,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,,2/22/2015 16:02,,Eastern Time (US & Canada)
2.60E+02,positive,0.6893,,0,United,,__XT,,0,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,,2/22/2015 15:43,,Eastern Time (US & Canada)
2.61E+02,negative,0.6966,Customer Service Issue,0.3596,United,,DanVidayo,,0,@united yes was trying to upgrade my seat. Now there are no available spots,,2/22/2015 15:36,Earth,Indiana (East)
2.62E+02,negative,0.3608,Flight Attendant Complaints,0.3608,United,,reccewife,,0,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",,2/22/2015 15:34,"Kingston, Canada",Mountain Time (US & Canada)
2.63E+02,positive,0.7068,,0,United,,rhettmcpeake,,0,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",,2/22/2015 15:28,Pittsburgh ,
2.64E+02,negative,0.6484,Cancelled Flight,0.6484,United,,mgmcg16,,0,@united now this http://t.co/uygeW2Nosr,,2/22/2015 15:17,,
2.65E+02,positive,0.3558,,0,United,,CDNTravelGuy,,0,@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,,2/22/2015 15:14,Toronto Area,Eastern Time (US & Canada)
2.66E+02,neutral,0.6967,,0,United,,TheFireTracker2,,0,@united I'll let you know week after next when I do another coast-coast RT again.,,2/22/2015 15:03,Global- Mostly Silicon Valley,Pacific Time (US & Canada)
2.67E+02,negative,0.6524,Bad Flight,0.356,United,,LisaAkey,,0,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,"[43.56768225, -116.22061173]",2/22/2015 14:58,"ÜT: 41.88849,-87.6282",
2.68E+02,positive,0.6697,,,United,,scottdraeger,,0,@united I trust you enough to put my coat in my checked bag!,,2/22/2015 14:53,Chicagoland,Central Time (US & Canada)
2.69E+02,positive,0.7142,,,United,,jesuisJOse,,0,@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!,,2/22/2015 14:40,New York | Chicago,Eastern Time (US & Canada)
